Sicil_ID,Hire Date,Termination Date,Gender,Seniority,Age Range,Education Level,Title,City
M07000,42192,,Male,B,52+,Doctorate,XX,mersin
M07001,44699,,Female,G,52+,Doctorate,ZZ,yozgat
M07002,43328,,Female,G,39-45,Bachelor's Degree,XX,karaman
M07003,43004,,Female,C,39-45,Bachelor's Degree,XX,hatay
M07004,43255,,Male,G,46-52,Doctorate,PP,bolu
M07005,44202,,Female,A,52+,Master's Degree,TT,yalova
M07006,44119,,Male,A,52+,Doctorate,XX,yozgat
M07007,42600,,Female,G,18-24,Bachelor's Degree,XX,trabzon
M07008,42867,,Female,A,25-31,Doctorate,TT,çorum
M07009,44521,,Female,E,18-24,Bachelor's Degree,RR,aksaray
M07010,45434,,Female,A,39-45,High School,KK,düzce
M07011,43491,,Male,C,25-31,Associate Degree,PP,giresun
M07012,43259,,Female,D,25-31,Bachelor's Degree,KK,manisa
M07013,42402,,Male,D,32-38,Doctorate,YY,bolu
M07014,45233,,Male,D,32-38,High School,YY,iðdir
M07015,44633,,Male,F,39-45,Bachelor's Degree,KK,adiyaman
M07016,44293,,Male,G,39-45,Doctorate,PP,kilis
M07017,45558,,Female,C,39-45,Primary School,ZZ,denizli
M07018,42061,,Female,F,52+,Master's Degree,YY,ardahan
M07019,44859,,Male,F,32-38,Associate Degree,ZZ,kars
M07020,44827,,Female,A,52+,Doctorate,YY,denizli
M07021,43315,,Female,B,32-38,Doctorate,TT,gümüþhane
M07022,44045,,Male,C,32-38,Associate Degree,ZZ,mersin
M07023,42934,,Male,F,18-24,Master's Degree,ZZ,batman
M07024,43658,,Female,B,18-24,Primary School,TT,adiyaman
M07025,44308,,Male,C,18-24,Doctorate,PP,yalova
M07026,45203,,Male,G,52+,Primary School,TT,niðde
M07027,44847,,Male,A,52+,Master's Degree,RR,nevþehir
M07028,43813,,Female,A,18-24,Doctorate,KK,adana
M07029,43061,,Female,D,32-38,Master's Degree,TT,çorum
M07030,44253,,Female,D,52+,High School,YY,amasya
M07031,44828,,Female,G,25-31,Associate Degree,KK,manisa
M07032,45621,,Male,G,25-31,High School,ZZ,ardahan
M07033,43679,,Female,F,32-38,Doctorate,PP,kocaeli
M07034,42095,,Female,G,52+,Master's Degree,KK,muðla
M07035,44594,,Male,F,32-38,Bachelor's Degree,RR,siirt
M07036,43021,,Male,C,18-24,High School,RR,düzce
M07037,42966,,Male,G,39-45,High School,KK,karabük
M07038,43914,,Female,B,46-52,Bachelor's Degree,XX,bolu
M07039,45436,,Female,B,39-45,Primary School,XX,bursa
M07040,44644,,Male,C,32-38,Associate Degree,XX,denizli
M07041,44924,,Female,B,39-45,Doctorate,ZZ,mersin
M07042,45473,,Female,E,39-45,Master's Degree,XX,bolu
M07043,45611,,Male,A,39-45,Associate Degree,ZZ,erzincan
M07044,43180,,Female,F,52+,Master's Degree,PP,tunceli
M07045,43091,,Male,E,25-31,Doctorate,PP,antalya
M07046,43378,,Male,D,18-24,Doctorate,PP,nevþehir
M07047,44366,,Female,G,25-31,Primary School,YY,çorum
M07048,42235,,Male,F,32-38,High School,RR,karaman
M07049,42814,,Female,B,32-38,Master's Degree,PP,kütahya
M07050,42414,,Male,E,25-31,Primary School,ZZ,kirikkale
M07051,43730,,Male,E,39-45,Master's Degree,XX,artvin
M07052,42991,,Male,F,52+,Primary School,TT,eskiþehir
M07053,42599,,Female,A,52+,Bachelor's Degree,TT,kahramanmaraþ
M07054,45125,,Female,B,52+,Doctorate,TT,hatay
M07055,42090,,Female,F,25-31,Master's Degree,ZZ,þirnak
M07056,44187,,Female,C,25-31,Associate Degree,YY,eskiþehir
M07057,42610,,Male,E,46-52,Bachelor's Degree,TT,bingöl
M07058,44219,,Female,E,32-38,High School,YY,uþak
M07059,44470,,Female,G,39-45,Bachelor's Degree,ZZ,nevþehir
M07060,44625,,Male,B,32-38,High School,ZZ,ordu
M07061,45347,,Male,E,52+,Associate Degree,TT,ankara
M07062,43318,,Female,F,39-45,Doctorate,PP,sinop
M07063,42370,,Male,C,39-45,Doctorate,ZZ,karaman
M07064,45521,,Female,F,32-38,Bachelor's Degree,PP,izmir
M07065,43684,,Male,A,52+,Primary School,KK,gümüþhane
M07066,45448,,Male,E,25-31,Master's Degree,XX,ankara
M07067,44710,,Male,D,32-38,High School,ZZ,nevþehir
M07068,45257,,Female,B,39-45,Bachelor's Degree,XX,ordu
M07069,42179,,Female,E,25-31,Primary School,YY,osmaniye
M07070,43724,,Female,C,39-45,Doctorate,RR,bitlis
M07071,44535,,Male,C,25-31,Associate Degree,XX,bayburt
M07072,44787,,Male,D,52+,Primary School,PP,ankara
M07073,42007,,Male,D,25-31,Doctorate,YY,denizli
M07074,42920,,Female,B,25-31,Doctorate,KK,erzurum
M07075,45042,,Female,A,25-31,High School,TT,uþak
M07076,43238,,Female,B,18-24,High School,TT,amasya
M07077,42238,,Female,B,32-38,Bachelor's Degree,TT,gaziantep
M07078,44740,,Female,E,25-31,Associate Degree,PP,bursa
M07079,43764,,Female,F,18-24,Bachelor's Degree,TT,malatya
M07080,42243,,Male,G,18-24,Doctorate,PP,kayseri
M07081,42111,,Female,B,46-52,Master's Degree,XX,edirne
M07082,43460,,Female,B,39-45,Bachelor's Degree,RR,muþ
M07083,42330,,Male,B,46-52,Master's Degree,RR,kocaeli
M07084,43884,,Male,A,25-31,Master's Degree,TT,bartin
M07085,44823,,Female,C,39-45,Bachelor's Degree,XX,iðdir
M07086,45198,,Female,D,52+,High School,RR,hatay
M07087,45014,,Male,F,25-31,Primary School,TT,çankiri
M07088,45218,,Male,E,32-38,Primary School,ZZ,karaman
M07089,43794,,Male,C,39-45,Master's Degree,KK,balikesir
M07090,45397,,Male,D,46-52,Doctorate,YY,denizli
M07091,42791,,Female,G,39-45,Doctorate,TT,siirt
M07092,43858,,Male,D,32-38,Master's Degree,XX,düzce
M07093,42011,,Female,F,32-38,Primary School,YY,adana
M07094,44565,,Female,C,32-38,Associate Degree,YY,trabzon
M07095,43094,,Female,G,46-52,High School,PP,kocaeli
M07096,43076,,Female,G,52+,Master's Degree,YY,denizli
M07097,44414,,Male,C,52+,Primary School,KK,ordu
M07098,44056,,Male,B,18-24,Master's Degree,KK,çorum
M07099,44374,,Male,G,52+,High School,XX,manisa
M07100,42546,,Male,C,39-45,Associate Degree,ZZ,bolu
M07101,45490,,Male,C,46-52,Doctorate,XX,tokat
M07102,42931,,Male,E,18-24,Bachelor's Degree,KK,kastamonu
M07103,44336,,Female,E,32-38,Bachelor's Degree,TT,bitlis
M07104,42901,,Female,C,46-52,High School,YY,izmir
M07105,43890,,Female,C,52+,Primary School,ZZ,aðri
M07106,44531,,Female,B,32-38,Associate Degree,KK,kahramanmaraþ
M07107,43602,,Female,E,46-52,Bachelor's Degree,RR,balikesir
M07108,45166,,Male,B,52+,Master's Degree,PP,kilis
M07109,44871,,Female,D,39-45,Doctorate,TT,kirikkale
M07110,43143,,Male,B,46-52,Doctorate,XX,kahramanmaraþ
M07111,43370,,Male,E,39-45,High School,RR,rize
M07112,43810,,Male,D,25-31,Primary School,YY,aðri
M07113,43142,,Male,A,18-24,Associate Degree,ZZ,yalova
M07114,44605,,Female,D,18-24,Master's Degree,TT,bitlis
M07115,45183,,Male,E,25-31,Master's Degree,KK,þanliurfa
M07116,45608,,Female,B,18-24,Bachelor's Degree,RR,erzurum
M07117,43576,,Female,C,32-38,Master's Degree,RR,ordu
M07118,44119,,Female,F,32-38,Primary School,RR,van
M07119,44023,,Female,B,32-38,Primary School,ZZ,giresun
M07120,43064,,Male,F,46-52,Primary School,ZZ,kirþehir
M07121,44940,,Female,B,32-38,High School,XX,bartin
M07122,42074,,Female,E,25-31,Doctorate,XX,ardahan
M07123,43579,,Male,C,46-52,Master's Degree,XX,nevþehir
M07124,45389,,Female,G,25-31,Master's Degree,KK,çanakkale
M07125,42522,,Male,E,46-52,Master's Degree,YY,trabzon
M07126,42648,,Female,E,39-45,Master's Degree,KK,kirklareli
M07127,45326,,Female,F,46-52,Primary School,ZZ,kahramanmaraþ
M07128,43357,,Male,G,46-52,Associate Degree,TT,muþ
M07129,42326,,Male,E,46-52,High School,XX,yozgat
M07130,44995,,Male,D,32-38,Doctorate,PP,þanliurfa
M07131,45245,,Male,G,18-24,High School,RR,uþak
M07132,43883,,Male,E,18-24,Bachelor's Degree,YY,kilis
M07133,42912,,Male,E,39-45,Master's Degree,KK,nevþehir
M07134,43798,,Male,B,39-45,High School,XX,kirklareli
M07135,42644,,Female,C,52+,Bachelor's Degree,KK,bolu
M07136,43870,,Female,D,46-52,Master's Degree,RR,bolu
M07137,44188,,Female,A,32-38,Master's Degree,RR,izmir
M07138,45233,,Female,C,46-52,Bachelor's Degree,KK,kirþehir
M07139,42824,,Male,F,52+,Bachelor's Degree,PP,bartin
M07140,44235,,Female,A,18-24,Associate Degree,YY,gaziantep
M07141,42538,,Female,F,25-31,Primary School,RR,eskiþehir
M07142,44715,,Male,D,46-52,Doctorate,TT,ankara
M07143,44914,,Female,D,25-31,Primary School,TT,tokat
M07144,44299,,Female,E,39-45,Doctorate,TT,bayburt
M07145,42709,,Female,E,39-45,Doctorate,TT,antalya
M07146,44621,,Female,G,52+,High School,YY,yalova
M07147,43511,,Female,G,39-45,Bachelor's Degree,ZZ,sinop
M07148,42442,,Female,C,25-31,Associate Degree,KK,hakkari
M07149,43608,,Female,D,39-45,Primary School,TT,van
M07150,45643,,Female,D,52+,Master's Degree,RR,kirklareli
M07151,43334,,Female,D,39-45,Associate Degree,KK,yalova
M07152,45033,,Female,D,46-52,Master's Degree,ZZ,tokat
M07153,45562,,Male,E,39-45,High School,YY,manisa
M07154,45059,,Male,B,25-31,Associate Degree,XX,amasya
M07155,44915,,Female,E,25-31,Master's Degree,YY,siirt
M07156,44518,,Male,A,25-31,Primary School,YY,artvin
M07157,42255,,Male,F,39-45,Master's Degree,ZZ,edirne
M07158,42312,,Male,E,52+,High School,PP,bursa
M07159,42634,,Female,A,32-38,Master's Degree,TT,ardahan
M07160,44721,,Female,G,52+,Primary School,KK,samsun
M07161,43657,,Male,B,46-52,Associate Degree,KK,malatya
M07162,42519,,Male,F,39-45,High School,ZZ,iðdir
M07163,42443,,Male,C,18-24,Doctorate,PP,niðde
M07164,44117,,Female,E,46-52,Bachelor's Degree,XX,tunceli
M07165,44760,,Female,F,18-24,Primary School,RR,kayseri
M07166,44477,,Male,E,46-52,Primary School,XX,aðri
M07167,44583,,Male,E,25-31,Doctorate,KK,siirt
M07168,45054,,Female,E,46-52,Primary School,YY,þirnak
M07169,42261,,Male,B,25-31,Doctorate,RR,edirne
M07170,45424,,Male,E,46-52,Associate Degree,RR,bitlis
M07171,45242,,Male,G,46-52,Bachelor's Degree,TT,tokat
M07172,42881,,Male,F,52+,High School,TT,kocaeli
M07173,44138,,Female,F,18-24,High School,XX,aksaray
M07174,42841,,Female,E,32-38,Associate Degree,XX,gaziantep
M07175,42522,,Female,F,25-31,Master's Degree,PP,zonguldak
M07176,43738,,Female,D,32-38,Primary School,RR,istanbul
M07177,45446,,Female,F,18-24,Doctorate,RR,yozgat
M07178,43905,,Male,B,25-31,Bachelor's Degree,RR,antalya
M07179,43388,,Female,F,39-45,High School,RR,bilecik
M07180,43865,,Female,B,32-38,Doctorate,RR,erzincan
M07181,44439,,Female,E,39-45,Bachelor's Degree,PP,hakkari
M07182,45189,,Male,E,18-24,High School,RR,siirt
M07183,42772,,Male,F,52+,Master's Degree,TT,kütahya
M07184,44273,,Male,D,25-31,High School,YY,denizli
M07185,42053,,Female,A,46-52,Doctorate,KK,yalova
M07186,44409,,Male,G,46-52,High School,XX,aksaray
M07187,43618,,Male,E,32-38,High School,XX,kirikkale
M07188,43209,,Male,E,52+,Associate Degree,YY,iðdir
M07189,44918,,Female,A,32-38,Master's Degree,ZZ,samsun
M07190,44346,,Male,D,52+,Associate Degree,PP,kastamonu
M07191,42392,,Female,B,32-38,Master's Degree,YY,ardahan
M07192,45295,,Male,D,18-24,Doctorate,ZZ,osmaniye
M07193,43157,,Male,D,25-31,High School,KK,kirikkale
M07194,43953,,Male,E,39-45,Master's Degree,YY,kirþehir
M07195,42041,,Female,G,18-24,Associate Degree,RR,samsun
M07196,43380,,Male,A,46-52,High School,ZZ,bilecik
M07197,43025,,Male,A,18-24,Doctorate,XX,sivas
M07198,42579,,Female,A,46-52,High School,XX,kars
M07199,42928,,Male,B,39-45,High School,TT,karabük
M07200,44164,,Female,D,18-24,Primary School,KK,bolu
M07201,44559,,Female,C,39-45,Associate Degree,ZZ,bolu
M07202,44503,,Female,B,25-31,Associate Degree,XX,bilecik
M07203,42515,,Male,A,32-38,Master's Degree,ZZ,gaziantep
M07204,43107,,Female,G,46-52,Master's Degree,TT,kastamonu
M07205,42661,,Female,E,39-45,Master's Degree,ZZ,erzincan
M07206,43335,,Female,D,18-24,Bachelor's Degree,PP,edirne
M07207,45127,,Male,C,18-24,Primary School,RR,antalya
M07208,43598,,Female,E,32-38,Associate Degree,XX,çanakkale
M07209,42392,,Female,A,18-24,High School,PP,karabük
M07210,44056,,Female,F,25-31,High School,YY,afyonkarahisar
M07211,45472,,Female,G,32-38,Bachelor's Degree,TT,kütahya
M07212,42569,,Female,F,25-31,Primary School,KK,erzincan
M07213,45522,,Male,F,18-24,Master's Degree,TT,erzincan
M07214,45315,,Female,B,39-45,Associate Degree,XX,antalya
M07215,43269,,Female,C,52+,Primary School,XX,ardahan
M07216,42813,,Female,G,25-31,Associate Degree,XX,edirne
M07217,43588,,Male,B,52+,Primary School,YY,aðri
M07218,42634,,Male,C,46-52,Primary School,XX,kütahya
M07219,44610,,Female,D,18-24,Master's Degree,ZZ,kahramanmaraþ
M07220,43902,,Female,D,46-52,Primary School,RR,mersin
M07221,43403,,Female,F,46-52,High School,RR,karabük
M07222,45551,,Female,D,18-24,Associate Degree,RR,bilecik
M07223,44435,,Male,E,32-38,High School,PP,konya
M07224,42863,,Female,F,25-31,Associate Degree,ZZ,burdur
M07225,42625,,Female,D,46-52,Master's Degree,YY,osmaniye
M07226,45311,,Male,G,18-24,Bachelor's Degree,TT,balikesir
M07227,42365,,Female,B,46-52,Master's Degree,XX,bitlis
M07228,44587,,Male,D,18-24,Doctorate,TT,elazið
M07229,44934,,Male,E,18-24,Associate Degree,PP,bingöl
M07230,43333,,Female,A,25-31,Master's Degree,PP,kirþehir
M07231,43094,,Female,G,32-38,Primary School,ZZ,kahramanmaraþ
M07232,44906,,Male,B,46-52,Associate Degree,ZZ,yalova
M07233,44375,,Female,G,18-24,Primary School,YY,zonguldak
M07234,43087,,Female,C,52+,Doctorate,XX,bartin
M07235,43302,,Male,E,32-38,High School,ZZ,gümüþhane
M07236,44530,,Male,A,52+,Master's Degree,XX,bayburt
M07237,42118,,Female,F,39-45,High School,XX,antalya
M07238,45460,,Male,E,32-38,High School,RR,hakkari
M07239,44714,,Female,B,18-24,Primary School,PP,hakkari
M07240,44296,,Male,B,32-38,Associate Degree,ZZ,manisa
M07241,42921,,Female,C,18-24,Bachelor's Degree,YY,tunceli
M07242,44535,,Female,E,52+,High School,YY,kütahya
M07243,42239,,Female,G,52+,Primary School,ZZ,trabzon
M07244,42738,,Male,C,52+,Primary School,KK,çorum
M07245,43288,,Male,B,32-38,Doctorate,YY,muþ
M07246,42607,,Male,D,46-52,High School,PP,mersin
M07247,44163,,Female,B,46-52,Bachelor's Degree,KK,çorum
M07248,44020,,Male,G,32-38,Bachelor's Degree,YY,kirikkale
M07249,44525,,Female,B,18-24,Bachelor's Degree,YY,giresun
M07250,43121,,Female,C,32-38,High School,RR,isparta
M07251,45270,,Female,B,25-31,Doctorate,RR,aksaray
M07252,43411,,Male,B,32-38,Bachelor's Degree,YY,bilecik
M07253,43684,,Male,C,46-52,Bachelor's Degree,XX,nevþehir
M07254,42604,,Male,F,32-38,High School,RR,tunceli
M07255,43332,,Male,A,46-52,Doctorate,PP,þanliurfa
M07256,45339,,Female,D,39-45,Primary School,YY,bolu
M07257,43749,,Female,E,25-31,Doctorate,TT,kilis
M07258,45406,,Female,G,32-38,Bachelor's Degree,XX,konya
M07259,44205,,Male,D,46-52,High School,XX,kütahya
M07260,43094,,Male,E,46-52,Master's Degree,XX,tunceli
M07261,43161,,Male,F,25-31,Doctorate,KK,bolu
M07262,43483,,Female,F,46-52,Master's Degree,ZZ,niðde
M07263,45548,,Male,G,32-38,High School,YY,gaziantep
M07264,43569,,Female,G,18-24,Master's Degree,TT,izmir
M07265,45534,,Female,G,52+,Bachelor's Degree,ZZ,þanliurfa
M07266,44664,,Male,E,39-45,Primary School,YY,tokat
M07267,43060,,Female,C,39-45,Doctorate,PP,tokat
M07268,44690,,Female,B,18-24,Bachelor's Degree,KK,çankiri
M07269,42279,,Male,B,52+,Associate Degree,RR,burdur
M07270,42069,,Female,E,25-31,Primary School,TT,trabzon
M07271,45486,,Male,E,46-52,Master's Degree,ZZ,þanliurfa
M07272,44296,,Male,E,46-52,Bachelor's Degree,XX,þanliurfa
M07273,44826,,Male,G,46-52,Master's Degree,PP,kirklareli
M07274,45290,,Female,B,25-31,Master's Degree,XX,yalova
M07275,45330,,Male,G,32-38,Associate Degree,PP,çorum
M07276,44998,,Male,A,39-45,Doctorate,KK,bayburt
M07277,42376,,Female,G,25-31,Doctorate,ZZ,sakarya
M07278,45477,,Male,B,39-45,Doctorate,PP,çanakkale
M07279,44205,,Female,C,25-31,High School,TT,antalya
M07280,42875,,Male,C,32-38,Bachelor's Degree,TT,bingöl
M07281,44275,,Female,G,52+,Doctorate,XX,yalova
M07282,45264,,Female,A,32-38,Doctorate,XX,van
M07283,42657,,Female,A,52+,High School,XX,van
M07284,42005,,Female,D,32-38,High School,XX,uþak
M07285,45357,,Female,E,18-24,Bachelor's Degree,KK,afyonkarahisar
M07286,44359,,Female,F,18-24,Associate Degree,RR,düzce
M07287,43788,,Male,A,18-24,Master's Degree,YY,mardin
M07288,42466,,Female,C,39-45,Bachelor's Degree,ZZ,ardahan
M07289,44301,,Male,C,52+,Doctorate,PP,kocaeli
M07290,42226,,Female,E,25-31,Primary School,XX,amasya
M07291,45347,,Female,C,25-31,Primary School,YY,afyonkarahisar
M07292,44793,,Female,A,39-45,Bachelor's Degree,ZZ,mersin
M07293,45320,,Female,F,46-52,Doctorate,XX,kütahya
M07294,44185,,Male,A,32-38,High School,PP,aydin
M07295,44645,,Female,D,39-45,High School,YY,muþ
M07296,42812,,Female,D,25-31,Primary School,PP,adiyaman
M07297,42029,,Female,F,25-31,Master's Degree,ZZ,þanliurfa
M07298,42235,,Female,B,52+,Master's Degree,ZZ,burdur
M07299,45034,,Female,A,39-45,High School,ZZ,tokat
M07300,43082,,Female,D,52+,Doctorate,YY,kilis
M07301,43136,,Female,A,39-45,Doctorate,TT,hakkari
M07302,43261,,Male,A,32-38,High School,YY,aydin
M07303,45489,,Female,B,52+,Associate Degree,KK,þanliurfa
M07304,45283,,Male,B,46-52,Primary School,RR,giresun
M07305,44374,,Male,F,46-52,Master's Degree,TT,tokat
M07306,44084,,Male,E,32-38,Doctorate,TT,tekirdað
M07307,44027,,Female,E,39-45,High School,TT,eskiþehir
M07308,43805,,Female,D,46-52,Doctorate,RR,þirnak
M07309,45005,,Male,F,32-38,Master's Degree,PP,kahramanmaraþ
M07310,43071,,Female,A,39-45,Master's Degree,RR,bilecik
M07311,43702,,Female,C,18-24,Associate Degree,YY,siirt
M07312,43852,,Male,A,46-52,Primary School,RR,þirnak
M07313,43586,,Female,F,46-52,Master's Degree,YY,istanbul
M07314,42039,,Male,C,32-38,Doctorate,TT,niðde
M07315,42681,,Female,B,25-31,Primary School,ZZ,kahramanmaraþ
M07316,43403,,Male,C,32-38,Associate Degree,XX,eskiþehir
M07317,42902,,Female,D,25-31,Doctorate,KK,nevþehir
M07318,43809,,Male,D,39-45,Bachelor's Degree,PP,bayburt
M07319,45466,,Male,F,39-45,Master's Degree,ZZ,malatya
M07320,45389,,Male,B,39-45,Primary School,KK,karaman
M07321,42077,,Female,C,39-45,Associate Degree,YY,yalova
M07322,45071,,Male,F,39-45,Doctorate,KK,malatya
M07323,45017,,Male,A,46-52,Doctorate,KK,balikesir
M07324,44280,,Female,G,46-52,Doctorate,TT,diyarbakir
M07325,43283,,Female,F,39-45,Doctorate,ZZ,van
M07326,42570,,Male,D,39-45,Primary School,KK,isparta
M07327,42420,,Female,C,39-45,Doctorate,XX,çanakkale
M07328,42141,,Male,F,39-45,High School,KK,aksaray
M07329,44399,,Male,F,32-38,Primary School,XX,bolu
M07330,42368,,Male,D,25-31,Primary School,XX,isparta
M07331,45567,,Female,F,52+,Associate Degree,PP,muþ
M07332,42333,,Female,E,25-31,High School,XX,afyonkarahisar
M07333,42255,,Female,A,32-38,Associate Degree,XX,muþ
M07334,44167,,Male,F,52+,Bachelor's Degree,TT,aksaray
M07335,42558,,Female,E,52+,Bachelor's Degree,PP,bartin
M07336,43394,,Female,A,39-45,Associate Degree,YY,hakkari
M07337,42900,,Male,G,46-52,Bachelor's Degree,XX,amasya
M07338,44358,,Female,C,39-45,High School,KK,zonguldak
M07339,43550,,Female,B,46-52,Bachelor's Degree,RR,bursa
M07340,44332,,Female,G,32-38,Bachelor's Degree,YY,bilecik
M07341,43991,,Female,A,52+,Doctorate,TT,çankiri
M07342,43733,,Female,B,39-45,Associate Degree,TT,bursa
M07343,43550,,Female,B,18-24,Master's Degree,KK,zonguldak
M07344,42274,,Male,B,46-52,Associate Degree,RR,ardahan
M07345,44688,,Female,C,32-38,Master's Degree,RR,karaman
M07346,44220,,Female,F,32-38,Master's Degree,RR,erzurum
M07347,44987,,Male,A,52+,Associate Degree,PP,adana
M07348,43990,,Male,G,46-52,Primary School,PP,yalova
M07349,42436,,Female,B,46-52,Primary School,YY,rize
M07350,43115,,Male,F,18-24,Bachelor's Degree,YY,aðri
M07351,43852,,Female,E,32-38,Associate Degree,PP,muðla
M07352,45218,,Female,B,18-24,High School,PP,konya
M07353,42447,,Female,B,32-38,Associate Degree,RR,sinop
M07354,45073,,Male,G,25-31,Primary School,YY,antalya
M07355,43010,,Male,C,32-38,Doctorate,XX,niðde
M07356,44767,,Female,G,46-52,Bachelor's Degree,KK,trabzon
M07357,42931,,Female,C,52+,Associate Degree,YY,kilis
M07358,44484,,Male,B,39-45,Doctorate,PP,yalova
M07359,45572,,Male,D,32-38,Master's Degree,YY,bitlis
M07360,42758,,Male,F,46-52,Bachelor's Degree,TT,kilis
M07361,44392,,Female,B,39-45,High School,TT,bayburt
M07362,45521,,Female,D,52+,Doctorate,YY,samsun
M07363,44515,,Female,G,25-31,Master's Degree,RR,gaziantep
M07364,42760,,Male,C,52+,Primary School,YY,kars
M07365,43754,,Female,D,46-52,Primary School,RR,isparta
M07366,43321,,Male,D,25-31,High School,YY,kocaeli
M07367,44713,,Male,F,46-52,Master's Degree,ZZ,kirklareli
M07368,42154,,Male,B,32-38,Associate Degree,RR,sakarya
M07369,45119,,Female,B,18-24,Doctorate,YY,kirklareli
M07370,44849,,Male,F,25-31,Doctorate,RR,adiyaman
M07371,44376,,Female,E,18-24,Bachelor's Degree,XX,tekirdað
M07372,42304,,Female,B,46-52,Associate Degree,ZZ,rize
M07373,43208,,Female,B,39-45,Primary School,ZZ,bayburt
M07374,44159,,Female,E,46-52,Master's Degree,TT,izmir
M07375,44336,,Female,D,46-52,Master's Degree,TT,ankara
M07376,42881,,Male,G,46-52,Associate Degree,TT,çanakkale
M07377,42045,,Female,B,46-52,Master's Degree,ZZ,osmaniye
M07378,43999,,Male,C,46-52,Bachelor's Degree,ZZ,burdur
M07379,45509,,Male,A,52+,Bachelor's Degree,YY,izmir
M07380,42213,,Male,G,32-38,High School,KK,izmir
M07381,42455,,Male,D,39-45,High School,KK,rize
M07382,43163,,Male,A,25-31,High School,RR,malatya
M07383,45635,,Male,B,39-45,Master's Degree,XX,istanbul
M07384,45163,,Male,D,46-52,Master's Degree,YY,adana
M07385,44142,,Female,G,18-24,Master's Degree,KK,karaman
M07386,42162,,Male,A,39-45,Associate Degree,PP,mersin
M07387,43946,,Female,A,25-31,High School,RR,kirþehir
M07388,43831,,Male,G,39-45,Bachelor's Degree,ZZ,çanakkale
M07389,44877,,Female,D,52+,Associate Degree,PP,isparta
M07390,44689,,Female,C,32-38,Primary School,RR,þirnak
M07391,43328,,Female,C,39-45,Associate Degree,KK,adiyaman
M07392,44192,,Male,A,46-52,Bachelor's Degree,XX,batman
M07393,44327,,Male,A,46-52,Associate Degree,ZZ,kirþehir
M07394,42264,,Female,D,46-52,High School,XX,mersin
M07395,44227,,Female,D,32-38,Primary School,PP,yozgat
M07396,45377,,Male,C,25-31,Master's Degree,ZZ,diyarbakir
M07397,45343,,Female,E,32-38,Primary School,TT,kirþehir
M07398,45579,,Male,A,25-31,High School,RR,ordu
M07399,45184,,Male,G,25-31,High School,PP,isparta
M07400,44548,,Male,E,32-38,Primary School,ZZ,batman
M07401,42977,,Male,D,25-31,Bachelor's Degree,TT,denizli
M07402,43160,,Male,A,25-31,Master's Degree,YY,bitlis
M07403,42556,,Female,A,32-38,Master's Degree,RR,trabzon
M07404,44078,,Male,B,52+,Associate Degree,YY,karabük
M07405,42530,,Female,F,39-45,Master's Degree,PP,bayburt
M07406,43913,,Male,B,52+,Associate Degree,TT,bartin
M07407,45539,,Female,B,39-45,High School,TT,hatay
M07408,43328,,Male,B,52+,Master's Degree,TT,manisa
M07409,45318,,Male,F,52+,Associate Degree,XX,konya
M07410,42319,,Female,F,32-38,Doctorate,ZZ,çorum
M07411,43271,,Female,D,39-45,Bachelor's Degree,KK,bolu
M07412,42505,,Male,A,18-24,Primary School,KK,yalova
M07413,42409,,Male,E,46-52,Master's Degree,XX,kastamonu
M07414,43590,,Female,B,25-31,Primary School,ZZ,kayseri
M07415,44857,,Male,A,25-31,High School,YY,ordu
M07416,43251,,Male,E,39-45,Bachelor's Degree,TT,antalya
M07417,45443,,Female,E,32-38,Doctorate,YY,çankiri
M07418,44364,,Female,F,32-38,Doctorate,XX,manisa
M07419,43614,,Male,E,46-52,Associate Degree,RR,adiyaman
M07420,43243,,Male,B,18-24,Primary School,TT,trabzon
M07421,44419,,Female,E,32-38,Master's Degree,YY,muþ
M07422,44975,,Male,E,46-52,High School,RR,tokat
M07423,45038,,Male,F,52+,Master's Degree,TT,kirklareli
M07424,43441,,Female,A,32-38,Associate Degree,TT,nevþehir
M07425,42659,,Female,A,25-31,High School,KK,erzincan
M07426,44836,,Female,D,46-52,Doctorate,TT,bartin
M07427,43015,,Female,C,46-52,Doctorate,RR,samsun
M07428,43098,,Male,E,32-38,Doctorate,ZZ,karaman
M07429,45279,,Male,G,52+,Primary School,XX,erzincan
M07430,45389,,Male,E,25-31,Master's Degree,KK,istanbul
M07431,43563,,Male,A,32-38,High School,XX,kirklareli
M07432,44154,,Male,G,32-38,High School,TT,mersin
M07433,43066,,Male,E,52+,High School,TT,ankara
M07434,43531,,Male,A,46-52,Doctorate,RR,siirt
M07435,42193,,Female,G,52+,Associate Degree,PP,tekirdað
M07436,43289,,Male,A,39-45,High School,YY,kirklareli
M07437,45142,,Male,C,18-24,High School,RR,kahramanmaraþ
M07438,42555,,Male,B,52+,Master's Degree,TT,sivas
M07439,42488,,Female,B,46-52,Master's Degree,KK,kocaeli
M07440,42026,,Female,D,32-38,Doctorate,PP,mardin
M07441,42349,,Male,G,46-52,Bachelor's Degree,TT,bilecik
M07442,44419,,Female,B,32-38,Doctorate,KK,amasya
M07443,43745,,Male,G,25-31,Bachelor's Degree,KK,konya
M07444,44834,,Female,E,25-31,High School,XX,gaziantep
M07445,42038,,Male,E,18-24,High School,XX,edirne
M07446,43633,,Male,C,39-45,Primary School,PP,bolu
M07447,43815,,Male,B,18-24,Associate Degree,TT,kirklareli
