Sicil_ID,Hire Date,Termination Date,City,Gender,Seniority,Age Range,Education Level,Title
M02692,6/16/2021,,Ankara,Male,E,39-45,Bachelor's Degree,XX
M02693,6/29/2018,,Izmir,Male,B,39-45,High School,KK
M02694,11/4/2021,,Istanbul,Male,E,18-24,Master's Degree,PP
M02695,7/1/2024,,Bolu,Male,E,46-52,Bachelor's Degree,XX
M02696,6/19/2016,,Aydin,Female,D,46-52,Master's Degree,KK
M02697,8/29/2015,,Bolu,Male,C,39-45,Primary School,KK
M02698,7/28/2015,,Istanbul,Female,D,52+,Bachelor's Degree,RR
M02699,1/15/2015,,Bolu,Male,A,46-52,Primary School,PP
M02700,4/2/2024,,Ankara,Female,E,52+,Associate Degree,XX
M02701,9/7/2024,,Aydin,Male,F,18-24,Master's Degree,TT
M02702,6/11/2015,,Aydin,Male,D,18-24,Bachelor's Degree,PP
M02703,11/30/2021,,Aydin,Male,E,32-38,High School,TT
M02704,9/3/2023,,Ankara,Male,E,39-45,Associate Degree,TT
M02705,8/19/2015,,Izmir,Male,G,18-24,High School,TT
M02706,11/14/2024,,Aydin,Male,F,52+,High School,ZZ
M02707,6/28/2022,,Aydin,Male,A,52+,Master's Degree,YY
M02708,1/5/2021,,Bolu,Male,D,39-45,High School,YY
M02709,12/17/2016,,Istanbul,Male,C,25-31,Primary School,XX
M02710,2/11/2023,,Ankara,Male,C,46-52,Master's Degree,TT
M02711,9/2/2022,,Bolu,Male,E,32-38,Bachelor's Degree,YY
M02712,7/22/2016,,Bolu,Male,D,52+,Master's Degree,PP
M02713,3/18/2021,,Ankara,Female,C,18-24,High School,PP
M02714,11/3/2016,,Istanbul,Male,B,52+,High School,PP
M02715,8/4/2023,,Istanbul,Male,G,46-52,Associate Degree,KK
M02716,12/25/2018,,Bolu,Male,F,46-52,Bachelor's Degree,XX
M02717,7/12/2015,,Istanbul,Male,D,46-52,Master's Degree,RR
M02718,1/17/2021,,Izmir,Female,G,18-24,Doctorate,PP
M02719,7/1/2020,,Aydin,Male,F,46-52,Doctorate,TT
M02720,12/3/2016,,Ankara,Male,F,32-38,Bachelor's Degree,XX
M02721,7/11/2016,,Istanbul,Male,C,18-24,Master's Degree,XX
M02722,3/17/2019,,Istanbul,Male,C,46-52,Master's Degree,XX
M02723,9/14/2021,,Antalya,Male,G,25-31,Doctorate,KK
M02724,2/26/2021,,Aydin,Female,B,18-24,High School,KK
M02725,7/8/2021,,Izmir,Male,A,32-38,Bachelor's Degree,ZZ
M02726,8/6/2019,,Istanbul,Female,A,32-38,Bachelor's Degree,KK
M02727,7/14/2023,,Aydin,Female,B,32-38,Associate Degree,XX
M02728,7/24/2023,,Aydin,Male,E,52+,Master's Degree,XX
M02729,4/18/2021,,Izmir,Male,A,32-38,Associate Degree,YY
M02730,2/27/2017,,Ankara,Female,B,32-38,High School,ZZ
M02731,8/19/2015,,Izmir,Male,C,39-45,Doctorate,PP
M02732,3/2/2019,,Bolu,Female,D,18-24,Associate Degree,YY
M02733,3/9/2017,,Ankara,Male,F,18-24,Bachelor's Degree,PP
M02734,2/7/2016,,Istanbul,Male,A,18-24,High School,KK
M02735,7/12/2022,,Ankara,Male,F,25-31,Master's Degree,KK
M02736,1/10/2020,,Istanbul,Male,G,52+,Doctorate,PP
M02737,4/28/2016,,Izmir,Male,A,52+,Bachelor's Degree,RR
M02738,8/6/2017,,Izmir,Male,D,32-38,High School,XX
M02739,4/20/2015,,Izmir,Male,A,39-45,Master's Degree,KK
M02740,5/14/2016,,Aydin,Male,G,18-24,Primary School,KK
M02741,10/22/2017,,Istanbul,Male,A,32-38,Primary School,PP
M02742,5/5/2022,,Bolu,Male,C,32-38,Bachelor's Degree,PP
M02743,4/13/2017,,Ankara,Female,A,46-52,Bachelor's Degree,TT
M02744,5/3/2022,,Izmir,Male,F,39-45,Master's Degree,ZZ
M02745,5/19/2016,,Izmir,Male,F,39-45,Master's Degree,XX
M02746,3/31/2019,,Istanbul,Male,A,18-24,Primary School,YY
M02747,5/12/2019,,Izmir,Male,B,52+,Associate Degree,RR
M02748,7/18/2022,,Aydin,Male,C,18-24,Primary School,YY
M02749,6/7/2015,,Istanbul,Male,E,25-31,Master's Degree,ZZ
M02750,12/29/2019,,Istanbul,Female,F,25-31,Primary School,XX
M02751,3/18/2023,,Bolu,Male,G,46-52,Associate Degree,RR
M02752,10/10/2020,,Istanbul,Male,F,18-24,Primary School,YY
M02753,1/7/2018,,Antalya,Female,F,39-45,Associate Degree,TT
M02754,8/8/2024,,Aydin,Male,E,18-24,Master's Degree,YY
M02755,7/6/2022,,Aydin,Male,C,32-38,High School,RR
M02756,7/19/2019,,Ankara,Female,D,18-24,Associate Degree,ZZ
M02757,7/28/2023,,Istanbul,Male,A,46-52,Bachelor's Degree,TT
M02758,9/3/2018,,Bolu,Male,A,25-31,Primary School,RR
M02759,7/27/2015,,Izmir,Male,C,52+,Primary School,TT
M02760,2/16/2018,,Aydin,Male,C,18-24,Bachelor's Degree,YY
M02761,9/5/2016,,Istanbul,Male,C,39-45,Bachelor's Degree,TT
M02762,5/19/2021,,Aydin,Female,D,25-31,Associate Degree,RR
M02763,12/26/2018,,Istanbul,Male,E,52+,Bachelor's Degree,ZZ
M02764,9/18/2018,,Istanbul,Male,B,39-45,Primary School,XX
M02765,7/2/2019,,Antalya,Male,G,46-52,Associate Degree,ZZ
M02766,2/11/2018,,Aydin,Male,A,18-24,Doctorate,ZZ
M02767,1/24/2019,,Ankara,Female,B,18-24,Doctorate,RR
M02768,11/17/2015,,Izmir,Female,E,46-52,Bachelor's Degree,YY
M02769,10/17/2018,,Istanbul,Male,C,25-31,Doctorate,TT
M02770,4/1/2019,,Antalya,Male,C,46-52,Master's Degree,TT
M02771,2/21/2016,,Aydin,Male,E,46-52,Primary School,YY
M02772,10/27/2019,,Antalya,Male,C,18-24,Doctorate,KK
M02773,1/4/2018,,Bolu,Male,A,32-38,Master's Degree,XX
M02774,2/19/2018,,Izmir,Male,B,39-45,Master's Degree,KK
M02775,8/15/2020,,Izmir,Male,D,18-24,Bachelor's Degree,YY
M02776,5/27/2022,,Istanbul,Male,E,46-52,Master's Degree,XX
M02777,7/20/2024,,Izmir,Male,B,18-24,Doctorate,ZZ
M02778,10/27/2017,,Aydin,Male,E,46-52,Bachelor's Degree,KK
M02779,7/1/2018,,Ankara,Male,G,18-24,Bachelor's Degree,YY
M02780,10/13/2023,,Izmir,Male,F,25-31,Associate Degree,ZZ
M02781,2/19/2019,,Bolu,Male,C,46-52,Doctorate,TT
M02782,12/16/2017,,Istanbul,Female,B,39-45,Associate Degree,KK
M02783,3/5/2017,,Istanbul,Male,B,32-38,Doctorate,KK
M02784,9/29/2018,,Aydin,Male,C,46-52,Associate Degree,RR
M02785,8/3/2016,,Bolu,Female,A,32-38,Doctorate,KK
M02786,12/7/2016,,Istanbul,Male,F,25-31,Primary School,ZZ
M02787,12/12/2015,,Izmir,Male,C,25-31,Doctorate,YY
M02788,3/27/2021,,Antalya,Female,E,32-38,Bachelor's Degree,ZZ
M02789,11/23/2018,,Bolu,Female,G,18-24,High School,ZZ
M02790,10/13/2015,,Istanbul,Male,C,32-38,Master's Degree,XX
M02791,12/5/2022,,Bolu,Male,C,52+,Associate Degree,KK
M02792,10/14/2018,,Izmir,Male,D,25-31,Primary School,ZZ
M02793,6/30/2019,,Ankara,Male,D,39-45,Master's Degree,YY
M02794,11/24/2016,,Ankara,Male,G,32-38,High School,KK
M02795,11/1/2021,,Izmir,Male,F,25-31,Doctorate,ZZ
M02796,4/14/2017,,Istanbul,Male,G,25-31,Primary School,PP
M02797,8/15/2017,,Bolu,Male,C,39-45,Primary School,KK
M02798,11/6/2019,,Istanbul,Male,E,18-24,Doctorate,XX
M02799,10/27/2015,,Izmir,Female,D,52+,High School,KK
M02800,3/17/2018,,Istanbul,Male,G,46-52,High School,XX
M02801,5/11/2019,,Bolu,Male,F,18-24,Associate Degree,RR
M02802,11/9/2022,,Istanbul,Male,E,39-45,Bachelor's Degree,RR
M02803,5/27/2021,,Antalya,Male,B,46-52,Primary School,KK
M02804,5/1/2017,,Aydin,Male,C,46-52,High School,RR
M02805,12/4/2022,,Ankara,Male,D,39-45,High School,XX
M02806,10/28/2024,,Antalya,Male,E,39-45,Master's Degree,PP
M02807,3/7/2019,,Antalya,Male,A,39-45,Bachelor's Degree,TT
M02808,7/23/2022,,Bolu,Male,G,18-24,Bachelor's Degree,YY
M02809,4/13/2016,,Bolu,Male,B,39-45,Master's Degree,PP
M02810,9/12/2023,,Izmir,Male,G,18-24,Associate Degree,RR
M02811,10/2/2024,,Izmir,Male,G,18-24,High School,TT
M02812,5/3/2021,,Antalya,Male,A,32-38,Associate Degree,PP
M02813,5/14/2018,,Antalya,Male,A,52+,Primary School,XX
M02814,12/14/2015,,Izmir,Male,B,39-45,Associate Degree,YY
M02815,10/2/2022,,Ankara,Male,E,32-38,High School,PP
M02816,8/1/2015,,Antalya,Male,C,39-45,Associate Degree,PP
M02817,3/27/2024,,Bolu,Male,B,46-52,Doctorate,XX
M02818,4/25/2019,,Aydin,Male,B,25-31,Bachelor's Degree,XX
M02819,5/13/2023,,Bolu,Male,C,18-24,Doctorate,PP
M02820,7/23/2017,,Bolu,Male,E,32-38,Master's Degree,KK
M02821,6/29/2021,,Izmir,Male,G,25-31,Bachelor's Degree,KK
M02822,10/1/2017,,Ankara,Male,C,32-38,Doctorate,XX
M02823,6/29/2016,,Antalya,Male,A,32-38,Doctorate,TT
M02824,7/25/2020,,Istanbul,Female,C,39-45,Master's Degree,TT
M02825,4/25/2022,,Istanbul,Male,D,39-45,Doctorate,PP
M02826,10/25/2021,,Antalya,Male,D,46-52,Bachelor's Degree,XX
M02827,12/6/2019,,Antalya,Male,F,46-52,High School,PP
M02828,1/29/2024,,Bolu,Male,C,25-31,Bachelor's Degree,PP
M02829,4/4/2020,,Bolu,Male,G,18-24,Bachelor's Degree,RR
M02830,3/15/2015,,Ankara,Male,G,25-31,Primary School,ZZ
M02831,1/8/2022,,Istanbul,Male,C,32-38,Master's Degree,RR
M02832,9/17/2020,,Istanbul,Male,B,25-31,High School,YY
M02833,5/24/2023,,Aydin,Male,C,18-24,Bachelor's Degree,RR
M02834,3/4/2015,,Istanbul,Male,C,46-52,Bachelor's Degree,RR
M02835,3/1/2024,,Antalya,Male,C,18-24,Master's Degree,ZZ
M02836,11/19/2024,,Izmir,Male,F,52+,High School,XX
M02837,10/31/2016,,Ankara,Male,B,25-31,High School,XX
M02838,12/20/2016,,Istanbul,Male,B,46-52,Associate Degree,TT
M02839,10/4/2016,,Antalya,Male,A,52+,Bachelor's Degree,XX
M02840,7/2/2016,,Ankara,Male,C,32-38,Master's Degree,KK
M02841,6/5/2023,,Antalya,Female,G,18-24,Associate Degree,TT
M02842,2/27/2021,,Izmir,Female,G,52+,Primary School,RR
M02843,4/19/2015,,Izmir,Female,D,46-52,Doctorate,PP
M02844,6/29/2021,,Aydin,Female,D,46-52,Associate Degree,TT
M02845,8/8/2023,,Izmir,Male,A,46-52,Bachelor's Degree,TT
M02846,8/25/2015,,Aydin,Female,E,18-24,Associate Degree,ZZ
M02847,4/5/2022,,Istanbul,Female,A,25-31,High School,PP
M02848,8/7/2022,,Izmir,Male,B,32-38,Master's Degree,TT
M02849,11/27/2024,,Izmir,Male,F,18-24,Bachelor's Degree,ZZ
M02850,11/6/2019,,Aydin,Male,F,39-45,Primary School,TT
M02851,4/4/2018,,Bolu,Male,G,46-52,Bachelor's Degree,TT
M02852,7/25/2019,,Bolu,Male,D,39-45,Associate Degree,ZZ
M02853,4/28/2023,,Aydin,Male,F,25-31,Primary School,PP
M02854,1/12/2023,,Antalya,Male,E,39-45,Doctorate,RR
M02855,9/25/2020,,Bolu,Male,D,25-31,Primary School,TT
M02856,9/7/2018,,Ankara,Male,F,46-52,Bachelor's Degree,PP
M02857,4/21/2021,,Istanbul,Female,G,39-45,Master's Degree,TT
M02858,3/10/2015,,Aydin,Male,F,32-38,High School,TT
M02859,9/27/2023,,Antalya,Male,F,25-31,Bachelor's Degree,ZZ
M02860,12/30/2019,,Aydin,Male,A,52+,Primary School,KK
M02861,11/12/2015,,Antalya,Male,C,25-31,Primary School,RR
M02862,4/1/2018,,Bolu,Male,A,25-31,Primary School,RR
M02863,6/30/2017,,Bolu,Male,C,39-45,High School,PP
M02864,8/8/2024,,Antalya,Male,D,25-31,Master's Degree,RR
M02865,1/17/2021,,Istanbul,Male,E,25-31,Primary School,RR
M02866,1/9/2017,,Antalya,Male,G,39-45,Bachelor's Degree,TT
M02867,11/6/2015,,Bolu,Male,G,32-38,Doctorate,XX
M02868,5/24/2020,,Istanbul,Male,D,39-45,Doctorate,YY
M02869,9/2/2018,,Istanbul,Female,E,18-24,Associate Degree,XX
M02870,5/15/2019,,Istanbul,Male,B,39-45,Bachelor's Degree,ZZ
M02871,3/24/2024,,Izmir,Male,C,39-45,Associate Degree,XX
M02872,5/10/2017,,Istanbul,Male,G,39-45,High School,TT
M02873,5/15/2018,,Ankara,Male,F,39-45,Primary School,XX
M02874,8/11/2024,,Izmir,Male,E,18-24,High School,XX
M02875,7/19/2021,,Aydin,Male,A,46-52,Master's Degree,PP
M02876,10/2/2015,,Bolu,Male,G,52+,Primary School,KK
M02877,11/23/2021,,Izmir,Male,B,32-38,Bachelor's Degree,ZZ
M02878,8/13/2015,,Istanbul,Male,B,32-38,Primary School,XX
M02879,4/13/2024,,Ankara,Female,G,52+,Master's Degree,PP
M02880,1/2/2016,,Istanbul,Male,D,32-38,High School,RR
M02881,10/15/2023,,Antalya,Male,G,39-45,Primary School,ZZ
M02882,6/25/2017,,Istanbul,Male,E,46-52,Associate Degree,ZZ
M02883,9/5/2016,,Aydin,Male,C,39-45,Doctorate,TT
M02884,8/22/2022,,Ankara,Male,C,32-38,Doctorate,TT
M02885,2/26/2024,,Ankara,Female,A,18-24,High School,KK
M02886,5/5/2019,,Izmir,Male,D,52+,Master's Degree,XX
M02887,8/26/2017,,Aydin,Female,E,46-52,High School,PP
M02888,10/17/2024,,Aydin,Male,G,52+,Doctorate,PP
M02889,3/3/2023,,Aydin,Female,A,46-52,High School,RR
M02890,4/26/2017,,Izmir,Male,F,25-31,Primary School,ZZ
M02891,8/7/2021,,Istanbul,Male,B,52+,Master's Degree,ZZ
M02892,9/1/2018,,Istanbul,Female,B,46-52,Primary School,TT
M02893,12/27/2022,,Antalya,Female,F,32-38,Primary School,XX
M02894,3/17/2017,,Izmir,Male,G,18-24,Associate Degree,XX
M02895,4/30/2022,,Ankara,Female,F,39-45,Associate Degree,YY
M02896,5/18/2019,,Antalya,Male,C,32-38,Doctorate,KK
M02897,11/6/2018,,Istanbul,Male,E,46-52,High School,RR
M02898,5/11/2020,,Istanbul,Male,A,18-24,Bachelor's Degree,ZZ
M02899,8/24/2022,,Izmir,Male,E,25-31,Master's Degree,PP
M02900,1/9/2018,,Ankara,Female,G,52+,High School,ZZ
M02901,4/17/2020,,Aydin,Male,D,18-24,Bachelor's Degree,KK
M02902,1/5/2016,,Izmir,Male,D,32-38,Master's Degree,YY
M02903,4/7/2023,,Antalya,Male,D,25-31,Doctorate,XX
M02904,11/14/2020,,Aydin,Male,C,18-24,Associate Degree,ZZ
M02905,12/19/2022,,Antalya,Male,C,46-52,Master's Degree,YY
M02906,2/19/2023,,Izmir,Female,E,18-24,Bachelor's Degree,PP
M02907,10/16/2017,,Izmir,Male,B,18-24,Associate Degree,XX
M02908,4/1/2015,,Bolu,Male,C,18-24,Associate Degree,PP
M02909,7/26/2021,,Antalya,Male,C,32-38,Bachelor's Degree,PP
M02910,8/8/2022,,Ankara,Male,G,52+,Bachelor's Degree,PP
M02911,12/14/2015,,Antalya,Male,D,18-24,Doctorate,KK
M02912,5/26/2017,,Izmir,Female,B,39-45,Bachelor's Degree,ZZ
M02913,12/20/2023,,Antalya,Female,E,46-52,High School,PP
M02914,2/6/2019,,Aydin,Male,C,32-38,Bachelor's Degree,RR
M02915,5/10/2020,,Izmir,Male,G,25-31,Master's Degree,RR
M02916,2/24/2023,,Antalya,Male,E,52+,Doctorate,ZZ
M02917,10/30/2024,,Ankara,Male,A,52+,Associate Degree,TT
M02918,5/10/2022,,Istanbul,Male,E,52+,Bachelor's Degree,RR
M02919,8/7/2016,,Bolu,Male,G,46-52,High School,RR
M02920,8/19/2023,,Bolu,Male,G,25-31,High School,PP
M02921,10/16/2017,,Ankara,Male,C,18-24,Bachelor's Degree,ZZ
M02922,7/20/2017,,Bolu,Male,G,18-24,Primary School,YY
M02923,11/29/2015,,Antalya,Male,D,52+,Associate Degree,KK
M02924,10/23/2020,,Bolu,Male,F,25-31,Master's Degree,TT
M02925,5/1/2017,,Aydin,Female,G,18-24,Bachelor's Degree,KK
M02926,8/24/2022,,Bolu,Female,D,32-38,Master's Degree,ZZ
M02927,12/31/2020,,Istanbul,Male,F,46-52,Master's Degree,RR
M02928,8/7/2017,,Izmir,Male,F,25-31,High School,XX
M02929,2/26/2022,,Ankara,Male,A,25-31,Associate Degree,XX
M02930,1/28/2024,,Bolu,Male,A,18-24,Bachelor's Degree,TT
M02931,12/22/2024,,Izmir,Male,A,39-45,High School,TT
M02932,2/2/2021,,Izmir,Male,A,39-45,Doctorate,TT
M02933,3/22/2020,,Istanbul,Male,G,52+,Doctorate,ZZ
M02934,1/26/2019,,Antalya,Female,F,18-24,Doctorate,RR
M02935,3/18/2021,,Bolu,Male,G,25-31,Associate Degree,ZZ
M02936,5/4/2023,,Aydin,Male,A,32-38,Primary School,PP
M02937,10/2/2020,,Izmir,Male,B,39-45,Associate Degree,RR
M02938,6/10/2022,,Antalya,Male,F,52+,Master's Degree,RR
M02939,12/29/2024,,Aydin,Female,G,46-52,Associate Degree,ZZ
M02940,4/10/2017,,Antalya,Male,D,18-24,Bachelor's Degree,TT
M02941,2/2/2020,,Ankara,Male,A,39-45,High School,RR
M02942,1/10/2023,,Aydin,Male,B,18-24,Doctorate,RR
M02943,7/7/2023,,Bolu,Male,F,39-45,Bachelor's Degree,RR
M02944,9/19/2018,,Bolu,Male,C,52+,Primary School,TT
M02945,7/11/2019,,Antalya,Male,G,18-24,Master's Degree,TT
M02946,11/5/2021,,Istanbul,Male,G,52+,Associate Degree,RR
M02947,8/18/2016,,Izmir,Male,B,52+,High School,XX
M02948,6/4/2016,,Izmir,Female,F,32-38,High School,RR
M02949,4/30/2016,,Izmir,Female,A,32-38,Master's Degree,TT
M02950,9/30/2016,,Aydin,Female,G,18-24,Master's Degree,RR
M02951,1/24/2019,,Aydin,Female,G,46-52,High School,TT
M02952,8/20/2015,,Izmir,Male,D,32-38,Associate Degree,YY
M02953,7/26/2016,,Istanbul,Female,E,18-24,Master's Degree,ZZ
M02954,11/9/2016,,Ankara,Female,A,18-24,Master's Degree,YY
M02955,7/27/2021,,Aydin,Male,C,52+,Bachelor's Degree,XX
M02956,12/25/2016,,Istanbul,Male,E,25-31,High School,XX
M02957,1/18/2022,,Aydin,Male,F,39-45,Bachelor's Degree,PP
M02958,8/7/2023,,Istanbul,Male,D,39-45,Master's Degree,YY
M02959,2/1/2022,,Izmir,Male,C,52+,Master's Degree,KK
M02960,1/26/2015,,Ankara,Male,F,39-45,Associate Degree,ZZ
M02961,1/7/2019,,Bolu,Female,F,39-45,Master's Degree,XX
M02962,3/17/2015,,Istanbul,Male,F,39-45,Master's Degree,TT
M02963,10/10/2024,,Istanbul,Male,F,32-38,Primary School,ZZ
M02964,3/19/2017,,Aydin,Male,A,39-45,Master's Degree,ZZ
M02965,11/1/2020,,Antalya,Male,B,32-38,Doctorate,ZZ
M02966,3/21/2022,,Antalya,Female,C,39-45,High School,XX
M02967,6/8/2019,,Izmir,Female,B,18-24,Master's Degree,PP
M02968,5/25/2018,,Aydin,Male,G,46-52,Primary School,TT
M02969,11/4/2021,,Antalya,Male,E,32-38,Primary School,TT
M02970,5/12/2015,,Ankara,Female,F,46-52,Associate Degree,KK
M02971,5/5/2018,,Aydin,Male,G,39-45,Master's Degree,YY
M02972,2/24/2016,,Aydin,Male,A,18-24,Master's Degree,TT
M02973,8/5/2018,,Antalya,Male,G,52+,High School,RR
M02974,9/1/2024,,Bolu,Male,D,52+,Master's Degree,XX
M02975,12/11/2023,,Ankara,Female,B,25-31,Doctorate,PP
M02976,1/15/2019,,Aydin,Male,D,18-24,Doctorate,TT
M02977,8/4/2020,,Istanbul,Male,B,39-45,Bachelor's Degree,KK
M02978,8/29/2018,,Antalya,Male,E,32-38,Doctorate,XX
M02979,5/21/2017,,Ankara,Male,G,18-24,Master's Degree,XX
M02980,5/19/2016,,Aydin,Male,D,32-38,Doctorate,RR
M02981,7/3/2021,,Bolu,Male,D,39-45,High School,RR
M02982,8/3/2022,,Bolu,Male,G,18-24,Bachelor's Degree,RR
M02983,9/15/2016,,Bolu,Male,E,46-52,Master's Degree,PP
M02984,1/2/2024,,Ankara,Male,D,18-24,High School,KK
M02985,10/9/2023,,Bolu,Male,D,18-24,Primary School,KK
M02986,3/28/2015,,Aydin,Male,G,32-38,Associate Degree,ZZ
M02987,12/16/2023,,Bolu,Male,D,52+,Bachelor's Degree,XX
M02988,10/1/2017,,Ankara,Male,A,39-45,High School,ZZ
M02989,3/15/2019,,Ankara,Male,E,52+,Primary School,YY
M02990,11/20/2021,,Aydin,Male,A,39-45,Bachelor's Degree,XX
M02991,4/26/2020,,Izmir,Male,G,18-24,Bachelor's Degree,YY
M02992,2/10/2018,,Antalya,Male,F,18-24,Doctorate,RR
M02993,1/27/2017,,Ankara,Male,B,52+,Associate Degree,XX
M02994,9/12/2020,,Ankara,Female,E,46-52,High School,XX
M02995,4/10/2017,,Antalya,Male,D,46-52,Master's Degree,ZZ
M02996,8/31/2020,,Bolu,Female,F,39-45,High School,PP
M02997,4/11/2021,,Antalya,Male,E,25-31,Bachelor's Degree,XX
M02998,11/28/2018,,Bolu,Male,F,52+,Doctorate,TT
M02999,3/14/2019,,Istanbul,Female,B,32-38,Doctorate,RR
M03000,12/24/2023,,Ankara,Male,B,25-31,Master's Degree,KK
M03001,1/28/2018,,Aydin,Male,B,32-38,Master's Degree,XX
M03002,2/18/2015,,Izmir,Female,C,18-24,Associate Degree,KK
M03003,11/6/2023,,Bolu,Male,F,18-24,Master's Degree,RR
M03004,6/1/2019,,Aydin,Male,A,32-38,Doctorate,YY
M03005,9/17/2019,,Ankara,Male,F,18-24,Doctorate,PP
M03006,4/2/2023,,Bolu,Male,B,32-38,Primary School,TT
M03007,9/9/2016,,Istanbul,Male,F,25-31,Master's Degree,TT
M03008,3/22/2018,,Bolu,Male,D,39-45,Doctorate,KK
M03009,8/14/2016,,Aydin,Male,A,18-24,Primary School,ZZ
M03010,4/3/2021,,Antalya,Male,C,39-45,Bachelor's Degree,XX
M03011,4/8/2021,,Aydin,Male,E,39-45,Primary School,TT
M03012,1/25/2015,,Antalya,Female,A,46-52,Doctorate,XX
M03013,5/4/2015,,Ankara,Female,A,25-31,Associate Degree,TT
M03014,12/28/2016,,Aydin,Female,B,18-24,Bachelor's Degree,XX
M03015,10/7/2020,,Antalya,Male,B,18-24,High School,KK
M03016,4/13/2018,,Ankara,Female,F,25-31,Master's Degree,TT
M03017,8/21/2018,,Ankara,Male,F,52+,Master's Degree,XX
M03018,6/10/2016,,Ankara,Male,A,18-24,High School,XX
M03019,12/20/2023,,Ankara,Female,E,39-45,Master's Degree,ZZ
M03020,2/2/2021,,Aydin,Female,C,18-24,Associate Degree,ZZ
M03021,4/11/2020,,Istanbul,Male,C,52+,Master's Degree,KK
M03022,11/11/2018,,Izmir,Male,F,32-38,Primary School,YY
M03023,5/4/2018,,Antalya,Male,B,39-45,Primary School,KK
M03024,5/7/2016,,Antalya,Male,G,32-38,Master's Degree,ZZ
M03025,4/5/2021,,Istanbul,Male,B,52+,Bachelor's Degree,YY
M03026,6/2/2020,,Bolu,Male,F,25-31,Master's Degree,KK
M03027,7/25/2023,,Istanbul,Female,C,32-38,Bachelor's Degree,YY
M03028,7/21/2021,,Izmir,Male,C,32-38,Primary School,RR
M03029,10/29/2016,,Bolu,Male,G,46-52,Bachelor's Degree,PP
M03030,12/28/2023,,Izmir,Female,G,46-52,Primary School,TT
M03031,10/10/2020,,Izmir,Female,F,52+,High School,XX
M03032,8/20/2019,,Antalya,Male,E,39-45,Primary School,ZZ
M03033,1/11/2024,,Istanbul,Male,F,39-45,High School,KK
M03034,11/4/2020,,Istanbul,Male,G,39-45,Doctorate,ZZ
M03035,3/15/2019,,Ankara,Female,G,25-31,Doctorate,KK
M03036,1/9/2015,,Ankara,Male,D,18-24,High School,PP
M03037,12/26/2022,,Ankara,Male,E,52+,High School,ZZ
M03038,10/6/2024,,Istanbul,Male,C,46-52,High School,RR
M03039,12/5/2016,,Izmir,Male,D,25-31,High School,ZZ
M03040,10/21/2021,,Antalya,Male,G,39-45,High School,XX
M03041,7/31/2017,,Ankara,Male,C,32-38,Master's Degree,RR
M03042,3/24/2020,,Bolu,Male,B,32-38,High School,YY
M03043,8/17/2022,,Bolu,Male,E,18-24,High School,RR
M03044,6/19/2019,,Izmir,Female,B,39-45,Doctorate,TT
M03045,10/31/2017,,Istanbul,Male,G,32-38,Associate Degree,XX
M03046,2/22/2016,,Ankara,Male,F,39-45,High School,TT
M03047,7/15/2020,,Ankara,Male,C,46-52,High School,YY
M03048,5/3/2024,,Ankara,Female,A,39-45,Master's Degree,XX
M03049,5/18/2017,,Antalya,Female,C,32-38,Master's Degree,YY
M03050,9/11/2020,,Ankara,Male,A,52+,Master's Degree,ZZ
M03051,10/1/2024,,Ankara,Male,C,18-24,Associate Degree,YY
M03052,10/16/2024,,Istanbul,Male,D,46-52,Primary School,KK
M03053,6/28/2018,,Istanbul,Female,G,52+,Master's Degree,YY
M03054,7/8/2016,,Bolu,Female,G,52+,Master's Degree,YY
M03055,9/15/2024,,Antalya,Male,D,39-45,Master's Degree,PP
M03056,1/11/2019,,Istanbul,Male,F,39-45,Associate Degree,XX
M03057,7/24/2020,,Istanbul,Male,B,18-24,Bachelor's Degree,XX
M03058,10/13/2023,,Antalya,Male,A,39-45,Bachelor's Degree,XX
M03059,1/19/2019,,Aydin,Male,B,32-38,High School,YY
M03060,8/24/2023,,Ankara,Male,C,52+,Associate Degree,YY
M03061,8/9/2017,,Aydin,Male,B,52+,Primary School,YY
M03062,12/1/2023,,Izmir,Male,D,39-45,Master's Degree,ZZ
M03063,12/30/2023,,Aydin,Female,F,18-24,Doctorate,TT
M03064,5/1/2018,,Ankara,Male,A,25-31,Doctorate,ZZ
M03065,7/28/2020,,Bolu,Male,D,46-52,Associate Degree,ZZ
M03066,7/18/2020,,Aydin,Male,B,25-31,Doctorate,ZZ
M03067,1/15/2024,,Ankara,Male,A,32-38,Master's Degree,RR
M03068,2/22/2021,,Ankara,Male,G,32-38,Primary School,ZZ
M03069,5/16/2019,,Aydin,Male,D,46-52,Bachelor's Degree,XX
M03070,1/31/2022,,Bolu,Male,F,32-38,Bachelor's Degree,YY
M03071,1/30/2018,,Antalya,Female,B,18-24,Primary School,KK
M03072,4/11/2018,,Izmir,Male,C,18-24,Doctorate,RR
M03073,4/13/2016,,Bolu,Male,A,39-45,Associate Degree,TT
M03074,7/16/2018,,Aydin,Female,C,25-31,Master's Degree,PP
M03075,3/12/2016,,Istanbul,Male,A,25-31,Master's Degree,ZZ
M03076,2/4/2016,,Bolu,Male,D,52+,Doctorate,PP
M03077,12/4/2021,,Istanbul,Male,G,39-45,Master's Degree,KK
M03078,5/9/2022,,Bolu,Male,G,52+,High School,PP
M03079,2/11/2022,,Ankara,Male,C,32-38,High School,PP
M03080,1/18/2015,,Istanbul,Male,C,39-45,High School,PP
M03081,2/23/2024,,Istanbul,Male,E,32-38,Associate Degree,YY
